author_id,nome,universidade,cidade,total_artigos_no_recorte,total_artigos_com_macroareas,macro_area_principal_no_recorte,macro_areas_no_recorte,num_macro_areas_no_recorte,macroarea_scores_no_recorte,macroarea_scores_por_tema_no_recorte,temas_no_recorte,total_temas_distintos_no_recorte,temas_no_recorte_com_contagem
56379656300,Duarte C.,University of Leeds,Leeds,2,2,Physics,Physics | Engineering | Mathematics and Statistics | Computer Science,4,Physics:2 | Engineering:1 | Mathematics and Statistics:1 | Computer Science:1,Physics:4 | Engineering:2 | Mathematics and Statistics:2 | Computer Science:1,"Physics and Astronomy (all) | Electronic, Optical and Magnetic Materials | Computer Science (all) | Mathematical Physics | Applied Mathematics | Electrical and Electronic Engineering",6,"Physics and Astronomy (all):2 | Electronic, Optical and Magnetic Materials:1 | Computer Science (all):1 | Mathematical Physics:1 | Applied Mathematics:1 | Electrical and Electronic Engineering:1"
56379666800,Da Silva S.,Universidade Estadual de Campinas,Campinas,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,Pulmonary and Respiratory Medicine,1,Pulmonary and Respiratory Medicine:1
56379776600,Muñoz G.,Universidad de la Frontera,Temuco,3,3,Medicine and Health,Medicine and Health | Biology,2,Medicine and Health:2 | Biology:1,Medicine and Health:3 | Biology:2,"Surgery | Otorhinolaryngology | Dentistry (all) | Immunology and Microbiology (all) | Biochemistry, Genetics and Molecular Biology (all)",5,"Surgery:1 | Otorhinolaryngology:1 | Dentistry (all):1 | Immunology and Microbiology (all):1 | Biochemistry, Genetics and Molecular Biology (all):1"
56379824600,Santiago F.,Universidade Estadual de Campinas,Campinas,2,2,Tie: Biology | Geosciences,Biology | Geosciences,2,Biology:2 | Geosciences:2,Biology:2 | Geosciences:2,Paleontology,1,Paleontology:2
56380525500,Galatti L.R.,Universidade Estadual de Campinas,Campinas,27,27,Social Sciences,Social Sciences | Medicine and Health | Economics and Business | Philosophy and Humanities | Biology,5,Social Sciences:21 | Medicine and Health:15 | Economics and Business:2 | Philosophy and Humanities:1 | Biology:1,Social Sciences:26 | Medicine and Health:20 | Economics and Business:2 | Philosophy and Humanities:1 | Biology:1,"Education | Physical Therapy, Sports Therapy and Rehabilitation | Social Sciences (miscellaneous) | Orthopedics and Sports Medicine | Social Sciences (all) | Public Health, Environmental and Occupational Health | Health (social science) | Psychology (all) | Tourism, Leisure and Hospitality Management | Gender Studies | Cultural Studies | Pharmacy | Rehabilitation | Applied Psychology | Medicine (all) | Psychology (miscellaneous) | Physiology | Physiology (medical) | Anthropology",19,"Education:11 | Physical Therapy, Sports Therapy and Rehabilitation:5 | Social Sciences (miscellaneous):5 | Orthopedics and Sports Medicine:3 | Social Sciences (all):3 | Public Health, Environmental and Occupational Health:3 | Health (social science):3 | Psychology (all):3 | Tourism, Leisure and Hospitality Management:2 | Gender Studies:1 | Cultural Studies:1 | Pharmacy:1 | Rehabilitation:1 | Applied Psychology:1 | Medicine (all):1 | Psychology (miscellaneous):1 | Physiology:1 | Physiology (medical):1 | Anthropology:1"
56381148600,Bordignon M.,Universidade Federal da Fronteira Sul,Chapeco,3,3,Medicine and Health,Medicine and Health,1,Medicine and Health:3,Medicine and Health:4,"Medicine (all) | Rehabilitation | Public Health, Environmental and Occupational Health",3,"Medicine (all):2 | Rehabilitation:1 | Public Health, Environmental and Occupational Health:1"
56381160700,Maia T.d.M.,Universidade de São Paulo,Sao Paulo,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:2,Medicine (miscellaneous) | Nutrition and Dietetics,2,Medicine (miscellaneous):1 | Nutrition and Dietetics:1
56382059300,Corrêa P.V.F.,Universidade de São Paulo,Sao Paulo,2,2,Geosciences,Geosciences | Engineering,2,Geosciences:2 | Engineering:1,Geosciences:8 | Engineering:1,Oceanography | Aquatic Science | Global and Planetary Change | Water Science and Technology | Environmental Science (miscellaneous) | Ocean Engineering,6,Oceanography:2 | Aquatic Science:2 | Global and Planetary Change:1 | Water Science and Technology:1 | Environmental Science (miscellaneous):1 | Ocean Engineering:1
56382377200,Fassina P.V.,Universidade Estadual de Campinas,Campinas,1,1,Geosciences,Geosciences,1,Geosciences:1,Geosciences:2,Oceanography | Aquatic Science,2,Oceanography:1 | Aquatic Science:1
56382919700,Miarka R.,"Universidade Estadual Paulista ""Júlio de Mesquita Filho""",Sao Paulo,1,1,Tie: Mathematics and Statistics | Social Sciences,Mathematics and Statistics | Social Sciences,2,Mathematics and Statistics:1 | Social Sciences:1,Mathematics and Statistics:1 | Social Sciences:1,Mathematics (miscellaneous) | Education,2,Mathematics (miscellaneous):1 | Education:1
56383869800,Finocchio H.,Afinko Soluções em Polímeros,Sao Carlos,1,1,Chemistry,Chemistry | Engineering,2,Chemistry:1 | Engineering:1,Chemistry:2 | Engineering:1,Chemistry (all) | Chemical Engineering (all),2,Chemistry (all):1 | Chemical Engineering (all):1
56383893100,Schmiedecke N.A.,"Universidade Estadual Paulista ""Júlio de Mesquita Filho""",Sao Paulo,2,2,Philosophy and Humanities,Philosophy and Humanities | Social Sciences,2,Philosophy and Humanities:2 | Social Sciences:1,Social Sciences:2 | Philosophy and Humanities:2,History | Sociology and Political Science | Political Science and International Relations,3,History:2 | Sociology and Political Science:1 | Political Science and International Relations:1
56383894800,Czajka N.,"Instytut Fizjologii i Patologii Słuchu, Warszawa",Warsaw,1,1,Medicine and Health,Medicine and Health | Geosciences,2,Medicine and Health:1 | Geosciences:1,Medicine and Health:2 | Geosciences:1,"Pollution | Public Health, Environmental and Occupational Health | Health, Toxicology and Mutagenesis",3,"Pollution:1 | Public Health, Environmental and Occupational Health:1 | Health, Toxicology and Mutagenesis:1"
56383909300,Osorio-Tobón J.F.,Institución Universitaria Colegio Mayor de Antioquia,Medellin,1,1,Undefined,Undefined,1,Undefined:1,Undefined:1,Multidisciplinary,1,Multidisciplinary:1
56385149000,Barbosa C.R.,Universidade Estadual de Campinas,Campinas,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:2,Oncology | Pharmacology (medical),2,Oncology:1 | Pharmacology (medical):1
56385171300,Morales G.P.,Universidade do Estado do Para,Belem,1,1,Tie: Geosciences | Social Sciences,Geosciences | Social Sciences,2,Geosciences:1 | Social Sciences:1,Geosciences:2 | Social Sciences:2,"Geography, Planning and Development | Environmental Science (miscellaneous) | Sociology and Political Science | Urban Studies",4,"Geography, Planning and Development:1 | Environmental Science (miscellaneous):1 | Sociology and Political Science:1 | Urban Studies:1"
56385307400,Pontes A.N.,Universidade Estadual de Campinas,Campinas,2,2,Geosciences,Geosciences | Biology | Social Sciences,3,Geosciences:2 | Biology:1 | Social Sciences:1,Geosciences:3 | Social Sciences:2 | Biology:1,"Environmental Science (all) | Agricultural and Biological Sciences (all) | Geography, Planning and Development | Environmental Science (miscellaneous) | Sociology and Political Science | Urban Studies",6,"Environmental Science (all):1 | Agricultural and Biological Sciences (all):1 | Geography, Planning and Development:1 | Environmental Science (miscellaneous):1 | Sociology and Political Science:1 | Urban Studies:1"
56385385300,Brandão T.,Universidad Nova Lisboa (nova fcsh),Lisboa,1,1,Social Sciences,Social Sciences,1,Social Sciences:1,Social Sciences:2,Social Sciences (miscellaneous) | Sociology and Political Science,2,Social Sciences (miscellaneous):1 | Sociology and Political Science:1
56385629000,Torres R.d.S.,Wageningen University & Research,Wageningen,9,9,Computer Science,Computer Science | Engineering | Other/Unclassified | Physics | Biology | Chemistry | Undefined | Geosciences | Medicine and Health,9,Computer Science:7 | Engineering:4 | Other/Unclassified:2 | Physics:2 | Biology:2 | Chemistry:1 | Undefined:1 | Geosciences:1 | Medicine and Health:1,Computer Science:15 | Engineering:6 | Other/Unclassified:2 | Chemistry:2 | Physics:2 | Biology:2 | Geosciences:2 | Medicine and Health:2 | Undefined:1,"Computer Networks and Communications | Hardware and Architecture | Software | Media Technology | Electrical and Electronic Engineering | Signal Processing | Analytical Chemistry | Information Systems | Atomic and Molecular Physics, and Optics | Biochemistry | Instrumentation | Control and Systems Engineering | Multidisciplinary | Computers in Earth Sciences | Atmospheric Science | Biophysics | Physical Therapy, Sports Therapy and Rehabilitation | Public Health, Environmental and Occupational Health | Artificial Intelligence",19,"Computer Networks and Communications:5 | Hardware and Architecture:3 | Software:2 | Media Technology:2 | Electrical and Electronic Engineering:2 | Signal Processing:2 | Analytical Chemistry:1 | Information Systems:1 | Atomic and Molecular Physics, and Optics:1 | Biochemistry:1 | Instrumentation:1 | Control and Systems Engineering:1 | Multidisciplinary:1 | Computers in Earth Sciences:1 | Atmospheric Science:1 | Biophysics:1 | Physical Therapy, Sports Therapy and Rehabilitation:1 | Public Health, Environmental and Occupational Health:1 | Artificial Intelligence:1"
56386035800,Scalize P.S.,Universidade Federal de Goiás,Goiania,1,1,Tie: Biology | Chemistry | Geosciences,Engineering | Geosciences | Chemistry | Biology,4,Engineering:1 | Geosciences:1 | Chemistry:1 | Biology:1,Engineering:1 | Geosciences:1 | Chemistry:1 | Biology:1,Environmental Engineering | Environmental Chemistry | Agricultural and Biological Sciences (all),3,Environmental Engineering:1 | Environmental Chemistry:1 | Agricultural and Biological Sciences (all):1
56386903600,Viana A.d.C.,Université Fédérale de Sergipe,Sao Cristovao,2,2,Tie: Computer Science | Mathematics and Statistics,Mathematics and Statistics | Computer Science,2,Mathematics and Statistics:2 | Computer Science:2,Mathematics and Statistics:3 | Computer Science:3,Applied Mathematics | Computational Mathematics | Modeling and Simulation | Numerical Analysis,4,Applied Mathematics:2 | Computational Mathematics:2 | Modeling and Simulation:1 | Numerical Analysis:1
56386934800,Moraes F.C.D.,Universidade Estadual de Campinas,Campinas,5,5,Physics,Physics | Engineering | Chemistry | Medicine and Health | Biology | Social Sciences,6,Physics:5 | Engineering:4 | Chemistry:1 | Medicine and Health:1 | Biology:1 | Social Sciences:1,Engineering:10 | Physics:8 | Chemistry:1 | Medicine and Health:1 | Biology:1 | Social Sciences:1,"Electronic, Optical and Magnetic Materials | Mechanics of Materials | Atomic and Molecular Physics, and Optics | Instrumentation | Spectroscopy | Biomedical Engineering | Electrical and Electronic Engineering | Management, Monitoring, Policy and Law | Materials Science (miscellaneous) | Acoustics and Ultrasonics | Statistical and Nonlinear Physics",11,"Electronic, Optical and Magnetic Materials:3 | Mechanics of Materials:3 | Atomic and Molecular Physics, and Optics:2 | Instrumentation:1 | Spectroscopy:1 | Biomedical Engineering:1 | Electrical and Electronic Engineering:1 | Management, Monitoring, Policy and Law:1 | Materials Science (miscellaneous):1 | Acoustics and Ultrasonics:1 | Statistical and Nonlinear Physics:1"
56387021100,Caetano F.G.,Universidade Estadual de Londrina,Londrina,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:2,"Orthopedics and Sports Medicine | Physical Therapy, Sports Therapy and Rehabilitation",2,"Orthopedics and Sports Medicine:1 | Physical Therapy, Sports Therapy and Rehabilitation:1"
56388354100,Roth F.,ZHAW Zurich University of Applied Sciences,Winterthur,1,1,Social Sciences,Social Sciences,1,Social Sciences:1,Social Sciences:1,Social Sciences (all),1,Social Sciences (all):1
56388715400,Toledo K.C.F.,Universidade de São Paulo,Sao Paulo,1,1,Chemistry,Chemistry,1,Chemistry:1,Chemistry:1,Inorganic Chemistry,1,Inorganic Chemistry:1
56388739200,Fazzolari H.A.,Universidade Estadual de Campinas,Campinas,1,1,Engineering,Engineering | Computer Science,2,Engineering:1 | Computer Science:1,Engineering:3 | Computer Science:1,Control and Systems Engineering | Energy Engineering and Power Technology | Computer Science Applications | Electrical and Electronic Engineering,4,Control and Systems Engineering:1 | Energy Engineering and Power Technology:1 | Computer Science Applications:1 | Electrical and Electronic Engineering:1
56388776900,Moreira-Nunes C.A.,Universidade Federal do Pará,Belem,1,1,Biology,Biology | Medicine and Health,2,Biology:1 | Medicine and Health:1,Biology:2 | Medicine and Health:1,Microbiology | Molecular Biology | Microbiology (medical),3,Microbiology:1 | Molecular Biology:1 | Microbiology (medical):1
56389123800,Costa A.,Universidade Federal de São Paulo,Sao Paulo,3,3,Tie: Geosciences | Other/Unclassified | Social Sciences,Geosciences | Other/Unclassified | Social Sciences | Economics and Business,4,Geosciences:2 | Other/Unclassified:2 | Social Sciences:2 | Economics and Business:1,Geosciences:2 | Other/Unclassified:2 | Social Sciences:2 | Economics and Business:2,"Geography, Planning and Development | Development | Management, Monitoring, Policy and Law | Business, Management and Accounting (all) | Management of Technology and Innovation",5,"Geography, Planning and Development:2 | Development:2 | Management, Monitoring, Policy and Law:2 | Business, Management and Accounting (all):1 | Management of Technology and Innovation:1"
56389177100,Rossi P.,Universidade Estadual de Campinas,Campinas,4,4,Economics and Business,Economics and Business | Social Sciences,2,Economics and Business:4 | Social Sciences:1,Economics and Business:4 | Social Sciences:2,"Economics and Econometrics | Economics, Econometrics and Finance (all) | Sociology and Political Science | Political Science and International Relations",4,"Economics and Econometrics:2 | Economics, Econometrics and Finance (all):2 | Sociology and Political Science:1 | Political Science and International Relations:1"
56389297500,Santos E.G.,Universidade Federal de São Paulo,Sao Paulo,1,1,Tie: Geosciences | Other/Unclassified | Social Sciences,Geosciences | Other/Unclassified | Social Sciences,3,Geosciences:1 | Other/Unclassified:1 | Social Sciences:1,Geosciences:1 | Other/Unclassified:1 | Social Sciences:1,"Geography, Planning and Development | Development | Management, Monitoring, Policy and Law",3,"Geography, Planning and Development:1 | Development:1 | Management, Monitoring, Policy and Law:1"
56389572600,Neto J.H.,Instituto Brasileiro de Geografia e Estatistica,,1,1,Social Sciences,Social Sciences,1,Social Sciences:1,Social Sciences:1,Social Sciences (all),1,Social Sciences (all):1
56391895100,Ferreira A.M.,CICECO – Instituto de Materiais de Aveiro,Aveiro,1,1,Chemistry,Chemistry | Engineering | Geosciences,3,Chemistry:1 | Engineering:1 | Geosciences:1,Chemistry:3 | Engineering:2 | Geosciences:1,"Chemistry (all) | Environmental Chemistry | Chemical Engineering (all) | Renewable Energy, Sustainability and the Environment",4,"Chemistry (all):1 | Environmental Chemistry:1 | Chemical Engineering (all):1 | Renewable Energy, Sustainability and the Environment:1"
56392469000,Melo Oliveira S.F.,Universidade Federal de Pernambuco,Recife,2,2,Medicine and Health,Medicine and Health,1,Medicine and Health:2,Medicine and Health:3,"Orthopedics and Sports Medicine | Physical Therapy, Sports Therapy and Rehabilitation | Applied Psychology",3,"Orthopedics and Sports Medicine:1 | Physical Therapy, Sports Therapy and Rehabilitation:1 | Applied Psychology:1"
